# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv1735c	Rv1735c	CCP44501	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1738	Rv1738	CCP44504	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1739c	Rv1739c	CCP44505	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Rv1742	Rv1742	CCP44508	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv1744c	Rv1744c	CCP44510	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv1747	Rv1747	CCP44513	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv1748	Rv1748	CCP44514	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv1749c	Rv1749c	CCP44515	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Rv1751	Rv1751	CCP44517	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1752	Rv1752	CCP44518	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1754c	Rv1754c	CCP44520	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv1756c	Rv1756c	CCP44522	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
Rv1757c	Rv1757c	CCP44523	protein_coding	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
Rv1760	Rv1760	CCP44526	protein_coding	0	0	2	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	6
Rv1761c	Rv1761c	CCP44527	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
Rv1762c	Rv1762c	CCP44528	protein_coding	0	1	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0
Rv1763	Rv1763	CCP44529	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Rv1764	Rv1764	CCP44530	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
Rv1765A	Rv1765A	CCP44532	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv1765c	Rv1765c	CCP44531	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv1766	Rv1766	CCP44533	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv1767	Rv1767	CCP44534	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv1769	Rv1769	CCP44536	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
Rv1770	Rv1770	CCP44537	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1771	Rv1771	CCP44538	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1772	Rv1772	CCP44539	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv1773c	Rv1773c	CCP44540	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1774	Rv1774	CCP44541	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1775	Rv1775	CCP44542	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv1776c	Rv1776c	CCP44543	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1778c	Rv1778c	CCP44545	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv1779c	Rv1779c	CCP44546	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Rv1780	Rv1780	CCP44547	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv1786	Rv1786	CCP44552	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1794	Rv1794	CCP44560	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv1804c	Rv1804c	CCP44570	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv1805c	Rv1805c	CCP44571	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Rv1810	Rv1810	CCP44576	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
Rv1812c	Rv1812c	CCP44578	protein_coding	0	1	1	9	0	0	0	0	4	0	1	0	0	0	0	0	0	1	5
Rv1813c	Rv1813c	CCP44579	protein_coding	0	0	1	10	0	0	0	0	6	0	1	0	0	0	0	0	0	0	4
Rv1815	Rv1815	CCP44581	protein_coding	0	0	1	10	0	0	0	0	6	0	1	0	0	0	0	0	0	0	4
Rv1816	Rv1816	CCP44582	protein_coding	1	0	0	10	0	0	0	0	5	1	0	0	0	0	0	0	0	0	5
Rv1817	Rv1817	CCP44583	protein_coding	0	1	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	1	6
Rv1823	Rv1823	CCP44589	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1824	Rv1824	CCP44590	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1825	Rv1825	CCP44591	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1828	Rv1828	CCP44594	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1829	Rv1829	CCP44595	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1830	Rv1830	CCP44596	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1831	Rv1831	CCP44597	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1833c	Rv1833c	CCP44599	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1835c	Rv1835c	CCP44601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1836c	Rv1836c	CCP44602	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1841c	Rv1841c	CCP44607	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv1842c	Rv1842c	CCP44608	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv1847	Rv1847	CCP44613	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1855c	Rv1855c	CCP44621	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1856c	Rv1856c	CCP44622	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1861	Rv1861	CCP44627	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1863c	Rv1863c	CCP44629	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv1864c	Rv1864c	CCP44630	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rv1865c	Rv1865c	CCP44631	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rv1866	Rv1866	CCP44632	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv1867	Rv1867	CCP44633	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
Rv1868	Rv1868	CCP44634	protein_coding	0	2	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1
Rv1869c	Rv1869c	CCP44635	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Rv1870c	Rv1870c	CCP44636	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Rv1871c	Rv1871c	CCP44637	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Rv1873	Rv1873	CCP44639	protein_coding	0	0	3	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4
Rv1874	Rv1874	CCP44640	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
Rv1875	Rv1875	CCP44641	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv1877	Rv1877	CCP44643	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Rv1879	Rv1879	CCP44645	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1882c	Rv1882c	CCP44648	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv1883c	Rv1883c	CCP44649	protein_coding	0	0	1	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3
Rv1885c	Rv1885c	CCP44651	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv1887	Rv1887	CCP44653	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1888A	Rv1888A	CCP44655	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
Rv1888c	Rv1888c	CCP44654	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2
Rv1889c	Rv1889c	CCP44656	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1890c	Rv1890c	CCP44657	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1891	Rv1891	CCP44658	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1892	Rv1892	CCP44659	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1893	Rv1893	CCP44660	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1894c	Rv1894c	CCP44661	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv1895	Rv1895	CCP44662	protein_coding	1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3
Rv1896c	Rv1896c	CCP44663	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1897c	Rv1897c	CCP44664	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1898	Rv1898	CCP44665	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1903	Rv1903	CCP44670	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1904	Rv1904	CCP44671	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1906c	Rv1906c	CCP44673	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv1907c	Rv1907c	CCP44674	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1910c	Rv1910c	CCP44677	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
Rv1913	Rv1913	CCP44680	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Rv1914c	Rv1914c	CCP44681	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
Rv1919c	Rv1919c	CCP44686	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1920	Rv1920	CCP44687	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Rv1922	Rv1922	CCP44689	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1924c	Rv1924c	CCP44691	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv1928c	Rv1928c	CCP44695	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1929c	Rv1929c	CCP44696	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1930c	Rv1930c	CCP44697	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1931c	Rv1931c	CCP44698	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1936	Rv1936	CCP44703	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Rv1937	Rv1937	CCP44704	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1939	Rv1939	CCP44706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1941	Rv1941	CCP44708	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1944c	Rv1944c	CCP44711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1945	Rv1945	CCP44712	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1947	Rv1947	CCP44714	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1948c	Rv1948c	CCP44715	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rv1949c	Rv1949c	CCP44716	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1950c	Rv1950c	CCP44717	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv1951c	Rv1951c	CCP44718	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1954A	Rv1954A	CCP44722	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1954c	Rv1954c	CCP44721	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv1957	Rv1957	CCP44725	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv1958c	Rv1958c	CCP44726	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Rv1961	Rv1961	CCP44729	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv1972	Rv1972	CCP44741	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	1	3
Rv1973	Rv1973	CCP44742	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv1974	Rv1974	CCP44743	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv1975	Rv1975	CCP44744	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Rv1976c	Rv1976c	CCP44745	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Rv1977	Rv1977	CCP44746	protein_coding	0	1	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4
Rv1978	Rv1978	CCP44747	protein_coding	1	0	1	6	0	0	0	0	1	1	1	0	0	0	0	0	0	0	5
Rv1979c	Rv1979c	CCP44748	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Rv1985c	Rv1985c	CCP44755	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Rv1986	Rv1986	CCP44756	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1987	Rv1987	CCP44757	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1989c	Rv1989c	CCP44759	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1990A	Rv1990A	CCP44761	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1990c	Rv1990c	CCP44760	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1993c	Rv1993c	CCP44765	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rv1995	Rv1995	CCP44767	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv1996	Rv1996	CCP44768	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Rv1998c	Rv1998c	CCP44770	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Rv1999c	Rv1999c	CCP44771	protein_coding	0	0	3	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2
Rv2000	Rv2000	CCP44772	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3
Rv2001	Rv2001	CCP44773	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Rv2003c	Rv2003c	CCP44775	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Rv2004c	Rv2004c	CCP44776	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv2005c	Rv2005c	CCP44777	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv2008c	Rv2008c	CCP44780	protein_coding	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14
Rv2011c	Rv2011c	CCP44783	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Rv2012	Rv2012	CCP44784	protein_coding	0	0	1	14	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0
Rv2013	Rv2013	CCP44785	protein_coding	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14
Rv2014	Rv2014	CCP44786	protein_coding	0	0	0	28	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14
Rv2015c	Rv2015c	CCP44787	protein_coding	0	0	0	28	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14
Rv2016	Rv2016	CCP44788	protein_coding	0	0	0	28	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14
Rv2017	Rv2017	CCP44789	protein_coding	0	0	1	28	0	0	0	0	14	0	1	0	0	0	0	0	0	0	14
Rv2018	Rv2018	CCP44790	protein_coding	0	0	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3
Rv2019	Rv2019	CCP44791	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Rv2020c	Rv2020c	CCP44792	protein_coding	3	6	3	4	0	0	0	0	2	3	3	0	0	0	0	0	0	6	2
Rv2021c	Rv2021c	CCP44793	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Rv2022c	Rv2022c	CCP44794	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Rv2023A	Rv2023A	Rv2023A	pseudogene	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Rv2023c	Rv2023c	CCP44795	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2
Rv2024c	Rv2024c	CCP44797	protein_coding	0	0	2	14	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0
Rv2025c	Rv2025c	CCP44798	protein_coding	0	0	0	15	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1
Rv2026c	Rv2026c	CCP44799	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv2028c	Rv2028c	CCP44801	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Rv2030c	Rv2030c	CCP44803	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv2033c	Rv2033c	CCP44806	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Rv2034	Rv2034	CCP44807	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv2035	Rv2035	CCP44808	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv2036	Rv2036	CCP44809	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Rv2037c	Rv2037c	CCP44810	protein_coding	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
Rv2038c	Rv2038c	CCP44811	protein_coding	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
Rv2039c	Rv2039c	CCP44812	protein_coding	0	1	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	1	3
Rv2040c	Rv2040c	CCP44813	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Rv2041c	Rv2041c	CCP44814	protein_coding	0	1	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2
Rv2042c	Rv2042c	CCP44815	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Rv2044c	Rv2044c	CCP44817	protein_coding	1	0	0	5	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
Rv2047c	Rv2047c	CCP44820	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Rv2049c	Rv2049c	CCP44822	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Rv2050	Rv2050	CCP44823	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv2052c	Rv2052c	CCP44825	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
Rv2054	Rv2054	CCP44827	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv2059	Rv2059	CCP44832	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Rv2060	Rv2060	CCP44833	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rv2061c	Rv2061c	CCP44834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2067c	Rv2067c	CCP44841	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
Rv2073c	Rv2073c	CCP44847	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7
Rv2074	Rv2074	CCP44848	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
Rv2075c	Rv2075c	CCP44849	protein_coding	0	1	1	7	0	0	0	0	2	0	1	0	0	0	0	0	0	1	5
Rv2076c	Rv2076c	CCP44850	protein_coding	0	0	1	10	0	0	0	0	4	0	1	0	0	0	0	0	0	0	6
Rv2077A	Rv2077A	CCP44852	protein_coding	0	0	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	35
Rv2077c	Rv2077c	CCP44851	protein_coding	0	1	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	1	35
Rv2078	Rv2078	CCP44853	protein_coding	0	1	1	37	0	0	0	0	33	0	1	0	0	0	0	0	0	1	4
Rv2079	Rv2079	CCP44854	protein_coding	0	0	1	40	0	0	0	0	34	0	1	0	0	0	0	0	0	0	6
Rv2081c	Rv2081c	CCP44856	protein_coding	8	7	7	18	0	1	1	1	5	5	5	0	0	2	1	0	0	7	13
Rv2082	Rv2082	CCP44857	protein_coding	0	3	7	33	0	0	0	0	6	0	7	0	0	0	0	0	0	3	27
Rv2083	Rv2083	CCP44858	protein_coding	0	0	1	38	0	0	0	0	5	0	1	0	0	0	0	0	0	0	33
Rv2084	Rv2084	CCP44859	protein_coding	1	0	0	39	0	0	0	0	5	1	0	0	0	0	0	0	0	0	34
Rv2085	Rv2085	CCP44860	protein_coding	0	0	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	35
Rv2086	Rv2086	CCP44861	protein_coding	0	0	0	40	0	0	0	0	7	0	0	0	0	0	0	0	0	0	33
Rv2087	Rv2087	CCP44862	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6
Rv2090	Rv2090	CCP44865	protein_coding	0	0	1	10	0	0	0	0	4	0	1	0	0	0	0	0	0	0	6
Rv2091c	Rv2091c	CCP44866	protein_coding	0	1	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	1	3
Rv2100	Rv2100	CCP44875	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv2102	Rv2102	CCP44877	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Rv2105	Rv2105	CCP44880	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv2106	Rv2106	CCP44881	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Rv2113	Rv2113	CCP44888	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv2114	Rv2114	CCP44889	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2117	Rv2117	CCP44892	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Rv2118c	Rv2118c	CCP44893	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv2119	Rv2119	CCP44894	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Rv2120c	Rv2120c	CCP44895	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Rv2125	Rv2125	CCP44900	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
Rv2128	Rv2128	CCP44903	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2129c	Rv2129c	CCP44904	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Rv2132	Rv2132	CCP44907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2141c	Rv2141c	CCP44916	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2143	Rv2143	CCP44919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
